pattern,count_in_file
In-place Matrix Rotation (Transpose + Reverse) or Index Mapping.,1
In-place modification of Character Array.,1
"In-place Negation For each value x, treat |x|-1 as an index and make the value at that index negative. Positives remaining are the gaps.",1
In-Place Pointer Reversal,1
In-Place Pointer Splicing + Euclidean Algorithm,1
In-place row swapping within the specified submatrix boundaries.,1
In-Place Simulation (Two Pointers/Copying),1
In-Place State Encoding (Bit Manipulation),1
In-place State Flagging & Two-Pointer Drop,1
In-Place State Marking,1
In-Place Two Pointers / Link Manipulation.,1
In-Place Two-Pointer Swap,1
Inclusion-Exclusion (Math),1
Inclusion-Exclusion Principle (Area1 + Area2 - Overlap),1
Inclusion-Exclusion Principle (Math),1
Inclusion-Exclusion Principle with Modular Exponentiation,1
Inclusion-Exclusion Principle. (Total Trapezoids = All shapes with at least 1 pair of parallel sides MINUS Parallelograms which have 2 pairs).,1
Incremental Accumulation + Upper Bound Pruning (O(N^2)).,1
Independent Precomputed BFS,1
Independent Row/Column Counting,1
Independent Subqueries / Common Table Expressions (CTE),1
Index Mapping + Linear Scan.,1
Index-as-Hash / Negation Marker.,1
Information Theory (N-Dimensional Hypercube) Each pig represents a dimension. The number of states a pig can have is (Tests + 1). Solve (States)^{Pigs} ge Buckets.,1
Inner Join or Group By with IN clause.,1
INNER JOIN with GROUP BY and HAVING,1
INNER JOIN with Inequality Filtering,1
Inner Join.,1
"Inorder Simulation (DFS). Calculate list length. Build left subtree, assign current list node as root, advance list pointer, build right subtree.",1
Inorder Traversal (Morris Traversal) with State Tracking variables.,1
Inorder Traversal to Hash Set (or Two Pointers on Arrays),1
Insertion Sort with Dummy Head and Predecessor Pointers.,1
Integer Modulo Sum + Frequency Bucket,1
Integer State Mutation (Visualizing the variables main and additional changing over time).,1
Interactive Bit Manipulation,1
Intermediate Array Allocation (Visualize a potentially massive array of strings being created in memory just for a boolean check).,1
Intermediate Array Reallocations (Visualizing the heap creating new arrays for every merge pass).,1
Intermediate Subarray Slices (Visualizing the heap filling with transient array segments).,1
Interval Consolidation + Greedy Activity Selection. O(N),1
Interval DP (Matrix Chain Multiplication) + HashSet,1
Interval DP (Top-Down Memoization),1
Interval DP + Partition DP,1
"Interval DP `dp[i][j]` stores the shortest encoded string for `s[i...j]`. Check for patterns using `(s+s).indexOf(s, 1)`.",1
Interval Dynamic Programming,1
Interval Dynamic Programming (Minimax),1
Interval Expansion + Greedy Search,1
Interval Merging,1
Interval Merging / Prefix Sums,1
Interval Merging / Segment Tree (TreeMap),1
Interval Sorting + Monotonic Scan,1
Interweaving Nodes (In-place).,1
Invariance & Hamming Distance,1
Inverse Sliding Window (Two Pointers) seeking the maximum middle subarray to *leave behind*.,1
"Inverse Transform (Polar) Generate theta in [0, 2π] and r = R √{rand()}. The square root is crucial for uniform density.",1
Inverted Index (Hash Map),1
Inverted Index + Bitsets / Matrix Multiplication.,1
Iterative Accumulator Update,1
Iterative Bottom-Up Dynamic Programming (State variables).,1
Iterative Brute Force (Optimized Range),1
Iterative Cleanup + Block Processing,1
Iterative Comparison,1
Iterative Digit Extraction (Modulo & Stack).,1
Iterative Division (Prime Squeezing),1
Iterative DP (Fibonacci),1
Iterative DP / Simulation,1
Iterative Dynamic Programming (1D).,1
Iterative Dynamic Programming (Bottom-Up). `dp[i] = dp[i-1] + dp[i-2] + dp[i-3]`.,1
Iterative Dynamic Programming (Substring Check),1
Iterative GCD + Greedy Expansion,1
Iterative Grid Simulation.,1
Iterative In-order Traversal with Early Stop,1
"Iterative In-Place Reversal (Three Pointers: prev, curr, next)",1
Iterative Mapping (New Array),1
Iterative Mirroring / Bitwise Formula,1
Iterative Modulo (%) and Division (/),1
Iterative Modulo and Division.,1
Iterative New Array Push,1
Iterative Pointer Manipulation (Bottom-Up Logic).,1
Iterative Pointer Mutation (Visualizing the CPU cycle overhead for millions of small increments).,1
Iterative Simulation with Window Functions.,1
Iterative Slicing (Step = Size),1
Iterative Stack (Depth Tracking).,1
"Iterative Stack / Pointer Weaving When you hit a `child`, ""insert"" the child branch between `current` and `current.next`.",1
Iterative StringBuilder / Two-Pointer,1
Iterative Traversal using Two Stacks (or One Stack + Reverse).,1
Iterative Traversal with a Stack.,1
Iterative with Stack (or Morris),1
JavaScript Generators & Promises,1
JavaScript Prototype Chain Traversal,1
JavaScript Proxy (`get` trap),1
JOIN + Aggregation (HAVING Count Match),1
JOIN + Conditional Aggregation,1
JOIN + Distinct Filtering,1
Join + Group By (Install Date Logic).,1
Join + Group By + AVG.,1
JOIN + GROUP BY + CASE/IF logic,1
JOIN + GROUP BY + HAVING,2
Join + Group By + Limit.,1
Join + Group By with Filtered Aggregation,1
JOIN + SUM Aggregation,1
JOIN + Window Function (RANK),1
Join Filtering + Order By Clause,1
Join with a GROUP BY subquery or Window Function.,1
K-way Merge (Dynamic Programming with Multiple Pointers),1
Kadane's (Min/Max Complement),1
Kadane's + Total Sum Logic,1
Kadane's Algorithm,1
Kadane's Algorithm on Difference Array,1
"Kadane's Algorithm or Sliding Window with Prefix Sums. If Value = Sum, it's strictly Kadane's.",1
Kadane’s Algorithm (Greedy/DP),1
Kadane’s Algorithm Variation,1
Kahn's Algorithm (Topological Sort) + Multi-source BFS,1
Key Normalization + Frequency Map,1
KMP (LPS Array) + Three-Pointer Greedy Slide. O(N + M),1
KMP (String Matching) + Matrix Exponentiation (DP),1
KMP / String Matching (or O(N^2) if constraints allow),1
KMP / Z-Algorithm on Trend Array,1
KMP Algorithm (LPS Array),1
KMP Algorithm (Prefix Function),1
KMP or Optimized Built-in Search,1
KMP Partial Match Table (LPS Array),1
KMP Pattern Matching on Tree,1
KMP Prefix Function (LPS Array),1
KMP Prefix Function (LPS) + Monotonic Two Pointers,1
KMP String Matching + Binary Search / Two Pointers,1
KMP with Stream State,1
Knuth-Morris-Pratt (KMP) Automaton,1
Kruskal's / Prim's with Virtual Root,1
Kruskal's Algorithm (Greedy + DSU),1
Kruskal's Algorithm with Disjoint Set Union (DSU) or Tarjan's Bridge Finding Algorithm.,1
Kruskal's MST + LCA (Lowest Common Ancestor) with Binary Lifting.,1
Kruskal’s + Edge Exclusion/Inclusion,1
Language-native sort with a Custom Key/Comparator.,1
Large Intermediate Join (Visualizing the DB loading every single booking record into memory before counting).,1
Largest Suffix Algorithm (Two Pointers) + Substring Truncation. (O(N)),1
Lazy Evaluation / Two Pointers / State Machine.,1
Lazy Flipping (Flag + Two Arrays).,1
Lazy Iteration + Stack/List Cache,1
Lazy Iterator with Stack (Depth-First Search),1
Lazy Propagation (Difference Array Logic),1
LCA (Lowest Common Ancestor) + Binary Lifting + Prefix Bitmasks.,1
LCA (Lowest Common Ancestor) + Binary Lifting + Prefix Frequencies,1
LCA (Lowest Common Ancestor) + Path Comparison,1
LCA + Distance Formula,1
LCP Array (Longest Common Prefix) / Z-Algorithm,1
LCRS (Recursive Pointer Re-assignment) Use a recursive DFS to transform pointers without creating new nodes.,1
LEFT JOIN (Hash Join),1
LEFT JOIN + Aggregation,1
Left Join + CASE Statement + Aggregate Functions,1
LEFT JOIN + COALESCE (Conditional Logic),1
LEFT JOIN + COALESCE / IFNULL,1
LEFT JOIN + Conditional Aggregate,1
Left Join + Filtering + Having.,1
Left Join + Group By (SQL),1
LEFT JOIN + GROUP BY + COALESCE,1
LEFT JOIN + GROUP BY + DISTINCT,1
LEFT JOIN + GROUP BY + IFNULL/COALESCE,1
Left Join + Group By.,1
LEFT JOIN + NULL Filtering,1
LEFT JOIN / WHERE IS NULL,1
LEFT JOIN on Interval + GROUP BY,1
LEFT JOIN where Orders.Id IS NULL (or NOT IN with subquery).,1
LEFT JOIN with COALESCE / IFNULL,1
LEFT JOIN with COALESCE / IFNULL.,1
LEFT JOIN with Conditional Aggregation,1
LEFT JOIN with NULL check / EXCEPT operator,1
Left Join with Null/Value Filtering.,1
LEFT JOIN with time range condition + IS NULL check.,1
Length Counting + Mathematical Chunking,1
Length Sort + KMP (or Suffix Tree),1
Level Order Traversal (BFS) + Sorting/Min-Heap.,1
Level-by-Level Linked List Traversal (using existing `next` pointers to traverse horizontally).,1
Level-Order BFS (Null Detection),1
"Level-Order BFS (Same Level, Different Parent)",1
Level-Order BFS + Frequency Map Sort,1
Lexical Scope / Closures,1
Line Sweep + Segment Tree (or Coordinate Compression).,1
Line Sweep / Prefix Sums / 2D Difference Arrays.,1
Line Sweep Algorithm (Prefix Sum over time) OR Min-Heap,1
Line Sweep Algorithm + DP with Segment Tree.,1
Line Sweep Algorithm + TreeMap (Difference Array),1
Line Sweep Algorithm + TreeMap (Event Sorting),1
Line Sweep Algorithm / Difference Array,1
Linear Algebra (System of Equations),1
Linear Array Scan with Modulo Arithmetic (comparing absolute distance vs circular wrap-around distance).,1
Linear Array Scanning,1
Linear Basis (Gaussian Elimination for XOR). Find a set of basis vectors that can represent any possible XOR sum of the array.,1
Linear Boundary Comparison,1
Linear Count Tracker,1
Linear Counter + Math,1
Linear DP (Climbing Stairs Variant),1
Linear DP + Monotonic Optimization,1
Linear Dynamic Programming (DP) - Staircase variation.,1
Linear Expression Reduction (Parsing).,1
Linear Filter Pipeline + Custom Sort,1
Linear Iteration (Math/Simulation),1
Linear loop checking `nums[i]-nums[i-1]` + one explicit edge check for `nums[N-1]-nums[0]`. O(N),1
Linear Memory Scan (Visualizing the CPU reading the entire marbles array for every single instruction).,1
Linear One-Pass Update,1
Linear Row Scan + Tracker,1
Linear Scan (Manual Digit Check),1
Linear Scan (Max Property Observation),1
Linear Scan (Min/Max Tracking),1
Linear Scan + Digit Math.,1
Linear Scan / Adjacent Identical Pairs Math,1
Linear Scan / Counter,1
Linear Scan / Fixed Sliding Window,1
Linear Scan / String Splitting.,1
Linear Scan / Substring Search.,1
Linear Scan of Adjacent Elements.,1
Linear Scan with Consecutive Counter. O(N),1
Linear Scan with Mathematical Digit Extraction.,1
Linear Scan with State Tracker,1
Linear Search Overhead (Visualizing indexOf being called repeatedly).,1
Linear Search Pointers (Drawing the search range for every individual query).,1
Linear Simulation / Iteration,1
Linear Strike Counting (Math),1
Linear Traversal (Bidirectional),1
Linked Hash Map / Queue + Hash Map,1
Linked List Traversal with a Dummy Head (tracking the start of the next level).,1
LIS (Longest Increasing Subsequence) + LDS (Decreasing),1
LIS-style DP + Coordinate Compression + Fenwick Tree,1
List Maintenance + Pointer Tracking,1
List of Coordinates + Delta Frequency Map.,1
Local Incremental Update,1
Logarithmic Digit Counting / Range Check,1
Logical Comparison of First Two Edges.,1
Logical Invariance (Existence of '1').,1
LogTrick / Hash Map (Monotonic Bitwise AND),1
Long Division + Hash Map (Remainder Tracking).,1
Longest Common Substring (LCS Variant),1
Longest Consecutive Sequence (Greedy),1
Longest Non-Decreasing Subsequence (Patience Sorting / Binary Search).,1
Look-Ahead (Caching),1
Loop pointers footprint (Draw i and j pointers constantly jumping back and forth across an array).,1
Lowest Common Ancestor (LCA) + Node Depth.,1
Lowest Common Ancestor (LCA) via integer division (node / 2) in a Complete Binary Tree.,1
Lowest Common Ancestor (LCA) with Binary Lifting.,1
Manacher's Algorithm + Prefix/Suffix Max,1
Manacher's Algorithm + Suffix Automaton / Hash.,1
Manhattan Distance Comparison,1
Map of Min-Heaps (Group by i - j),1
Massive NxN Grid Matrix (Highlighting the memory waste of storing every direct edge).,1
Massive Set Allocation (Visualizing thousands of HashSets being created and destroyed in memory).,1
Massive Sort Buffer Allocation (Drawing the memory used to sort N^2 subarrays).,1
Massive String Heap (Visualizing huge strings being copied and stored at every level of recursion).,1
Massive String Reallocations (Immutable strings mean creating a brand new string in memory for every deletion).,1
Math,1
Math (Algebraic Equation).,1
Math (Arithmetic Progression Series).,1
Math (Arithmetic Progression),1
Math (Combinatorics + Stars and Bars),1
Math (Combinatorics) + Filtering.,1
Math (Contribution to Sum) + Combinatorics,1
Math (Cross Product / Slope Comparison).,1
Math (Digit Extraction and Remainder).,1
Math (Direct Search is already efficient given N <= 10^5),1
Math (Distance Squared Comparison).,1
Math (Distributive Law): (a^b) AND (c^d).,1
Math (Euclidean GCD Logic).,1
Math (Euclidean-like division).,1
Math (Expression Expansion / 8 Scenarios),1
Math (FOIL Method) + String Split.,1
Math (Median Finding) + Divisibility Check,1
Math (Modular Inverse) + Global Modifiers,1
Math (Modulo 3 Categorization) & Case Analysis,1
Math (Modulo Arithmetic / Bitwise),1
Math (Modulo Arithmetic / Pigeonhole Principle).,1
Math (Modulo Arithmetic),1
Math (Modulo with Negative Base).,1
Math (Observation),1
Math (Parity check): Sum of ASCII value of letter and integer value of number.,1
Math (Parity tracking). Count negative numbers and check for zeros.,1
Math (Perfect Square Property),1
Math (Running Modulo).,1
Math (Sieve-like approach). Check if a target GCD 'x' can be formed by iterating its multiples.,1
Math (Stars and Bars) / DP,1
Math (Suffix Length Precalculation),1
Math (Summation / XOR),1
Math (Symmetry / Bit Manipulation).,1
Math (The Josephus Problem) / Bottom-Up DP.,1
Math (Trailing Zeros + Modulo/Logarithms).,1
Math (Triangular Numbers) or DP.,1
"Math + Prefix Sums of ""Division Counts"". O(Q log(Range)) or O(Q · 1).",1
Math / Binary Pattern Recognition.,1
Math / Binomial Coefficients,1
Math / Combinatorics (Stirling Numbers of the Second Kind),1
Math / Contiguous Counting,1
Math / Contribution Technique,1
Math / Digit DP.,1
Math / Edge-Delta Optimization,1
Math / Geometry (Closest Point),1
Math / Geometry (Line of Sight checks),1
Math / Greedy / Min-Max,1
Math / Greedy Distribution (Base + Remainder),1
Math / Greedy Observation.,1
Math / Half-String Mirroring,1
Math / Hash Set (Min/Max finding),1
Math / Index Hopping,1
Math / Line Intersection (Convert MMDD to Day of Year Integer),1
Math / Modular Arithmetic,1
Math / Modulo Arithmetic.,1
Math / Number Theory (Global Minimum modulo reduction),1
Math / Observation (O(1)).,1
Math / Pair Divisors up to Square Root of N.,1
Math / Parity Analysis.,1
Math / Permutation Pruning (Binary Search style),1
Math / Prefix Sum (Tracking flow and bottlenecks).,1
Math / Simulation,1
Math / Simulation (Repeated Division and Modulo).,1
Math / Square Root Optimization,1
Math Bounds + Hash Set,1
Math Formula,1
Math Observation (Bubblesort Property).,1
Math Optimization + Prefix Map (Advanced),1
Math Rearrangement + Hash Map: Check nums[i] - rev(nums[i]) == nums[j] - rev(nums[j]).,1
Math-Based Accumulator,1
Math-based column parity (Odd/Even columns),1
Math-based digit extraction (Modulo/Division).,1
Math/Graph (Cycle Detection). Track only the movement of index 1.,1
"Math/Index Mapping (i / n, i % n)",1
Math/Modulo Zero-Check Loop,1
"Mathematical Base Conversion (N % K, N // K) using a StringBuilder/Byte Array, followed by a single Reverse operation.",1
Mathematical Binning (Floor Division),1
Mathematical Bitwise Cancellation (Symmetry). The expression simplifies to just XORing all elements in the array.,1
Mathematical Ceiling Division.,1
Mathematical Constant Division (Base-10 Log or Max Int),1
Mathematical Digit Decomposition,1
Mathematical Digit Extraction,1
Mathematical Digit Extraction (Modulo & Division),1
Mathematical Digit Extraction + Hash Set,1
Mathematical Digit Extraction.,1
Mathematical Digit Summing + Array Frequency Map.,1
Mathematical DP (Linear Recurrence),1
Mathematical Greedy + Parity Check,1
Mathematical Greedy Partitioning,1
Mathematical Induction / Constant Observation,1
Mathematical Insight (Constant Return),1
Mathematical Insight (Elimination),1
Mathematical Interval Binary Search,1
Mathematical Invariant / Game Theory,1
Mathematical Least Common Multiple (LCM).,1
Mathematical Modulo (Game Theory),1
Mathematical Modulo-10 Digit Extraction.,1
Mathematical Observation (Cascade Effect).,1
Mathematical Observation (Parity) OR 2D DP.,1
Mathematical Observation (Powers of 2),1
Mathematical Offset Calculation (f(R) - f(L-1)).,1
Mathematical Parity / Bottleneck Check,1
Mathematical Pattern (Square Root),1
Mathematical Pattern Reduction.,1
Mathematical Progression (Sum of Arithmetic Series).,1
Mathematical Proof / Bit Manipulation (XOR properties).,1
Mathematical Property (Perfect Squares).,1
Mathematical Range Summation.,1
Mathematical Reduction Incrementing n-1 elements is mathematically equivalent to decrementing 1 element. Sum up the distance of each element from the minimum.,1
Mathematical Relative Position,1
Mathematical Remainder Reversal,1
Mathematical Series (Tetrahedral Numbers) + Greedy.,1
Mathematical Simulation (Step & Head Tracking),1
Matrix Exponentiation,1
Matrix Exponentiation / 1D DP.,1
Matrix Marking / State Grid,1
Matrix Traversal (Local Constraint),1
Matrix Traversal + O(√N) Prime Check,1
Max Heap (Priority Queue),1
Max Heap + Absolute Value Sorting,1
Max Heap / Binary Search on Sums,1
Max Heap / Priority Queue (Greedy),1
MAX() with Conditional Aggregation (CASE/IF),1
"Max-Heap (Priority Queue) of ""Potential Gain"".",1
Max-Heap (Priority Queue) of Intervals.,1
Max-Heap (Priority Queue) to maintain the largest element dynamically.,1
Max-Heap (Priority Queue).,2
Max-Heap (Size K) or QuickSelect,1
Max-Heap + Cooling Queue (Greedy),1
Max-Heap / Greedy with Interleaving,1
Max-Heap / K-way Merge (Pull Model),1
Max-Priority Queue (Heap),1
Max-Value Tracking (Greedy),1
"Maximum Flow / Bipartite Matching. Model robots as one set of nodes, walls as another, and find the maximum matching/coverage.",1
Median + Palindrome Generation,1
Median Property (Independent Dimensions),1
Median Target (Greedy) The point that minimizes the sum of absolute differences is the median. Sort and find the middle.,1
Median-Based Greedy approach. The total cost is minimized when all elements are changed to the median of the array.,1
Median-based Greedy.,1
Meet in the Middle + Binary Search,1
Meet-in-the-Middle + Binary Search / Trie.,1
Meet-in-the-Middle + Dynamic Programming / Math Pruning.,1
Meet-in-the-Middle + Two Pointers.,1
"Memoized Recursion / Dynamic Programming on (n, firstPlayer, secondPlayer).",1
Merge Intervals + Binary Search,1
Merge Intervals + Combinatorics,1
Merge Intervals / Segment Tree / Jump Pointers (DSU).,1
"Merge Sort (Bottom-Up Iterative for O(1) space, or Top-Down Recursive).",1
"Merge Sort (Divide & Conquer) During the merge step, both halves are sorted. Use two pointers to count reverse pairs before merging.",1
Merge Sort (Divide & Conquer) or Fenwick Tree after transforming to (nums1[i]-nums2[i]),1
Merge Sort (Divide & Conquer) tracking original indices,1
Merge Sort / Quick Sort / Heap Sort (Divide & Conquer),1
Merkle Hashing or String Serialization (KMP).,1
Middle Character Extraction,1
Middle Element Fix + Left/Right Max Search,1
Min Heap (Priority Queue),1
Min-Cost Flow / Hungarian Algorithm,1
Min-Element Comparison / Math,1
Min-Heap (K-Way Merge),1
Min-Heap (Priority Queue),2
Min-Heap (Priority Queue) of End Times,1
"Min-Heap (Priority Queue) tracking `[rot_day, count]`.",1
Min-Heap (Priority Queue) with Dijkstra-like Expansion,1
Min-Heap (Size K),1
"Min-Heap + BFS Push perimeter to min-heap. Pop lowest boundary, process neighbors, add to heap. ""Shrinking perimeter"".",1
Min-Heap + Boolean Visited Array,1
Min-Heap + Hash Set (or Min_Tracker),1
Min-Heap + List of Stacks,1
Min-Heap + Map of Sets,1
Min-Heap / Priority Queue (Multi-way Merge),1
Min-Max Coordinate Tracking,1
Min-Priority Queue (Heap),2
Min-Priority Queue (Min-Heap) sorted by processing time and original index.,1
Min-Priority Queue (Min-Heap).,1
Min/Max Tracking.,1
Minimal Memory (Only tracking unique category representatives).,1
Minimal Variable State (Only index i ).,1
Minimax / Information Theory (Heuristic Guessing).,1
Minimax / Topological Sort on States,1
Minimum Boundary Tracking.,1
"Mirroring + Middle-Digit Increment. Construct the palindrome from the first half of N, then adjust based on ""Special"" digit constraints.",1
Mismatch Index Comparison.,1
Modified BFS (Dijkstra-like) with Top-2 Tracking + Traffic Light Math,1
Modified Binary Search,1
Modified Dijkstra (or 2D DP),1
Modified Dijkstra (State-Space Expansion),1
Modified Dijkstra / BFS with State,1
Modified Dijkstra / Min-Heap BFS,1
Modified Dijkstra's Algorithm (Min-Heap),1
Modified Dijkstra's Algorithm (Shortest Path on weighted states).,1
Modified Kadane's Algorithm for each distinct value T. O(50 · N),1
Modified Merge Sort (Divide & Conquer),1
Modular Arithmetic & Hash Map (Prefix Modulos).,1
Modular Arithmetic (Cycles).,1
Modular Arithmetic (Iterative Remainder).,1
Modular Arithmetic + Hash Map (Digit Length Bins).,1
Modular Exponentiation + Recursive Property,1
Modulo Arithmetic (%),1
Modulo Arithmetic (Circular Indexing),1
Modulo Arithmetic Indexing,1
Modulo Backtracking (Reverse Engineering),1
Modulo Digit Extraction,1
Modulo Frequency Mapping (Remainders).,1
Modulo Math + Sliding Window on Doubled Array,1
Modulo Simulation,1
Modulo Sliding Window (Size 3),1
Modulo-based Frequency Array. Use `n % 10` to strip digits and an array of size 10 to store counts.,1
Monotone Chain Algorithm (Sorting + Cross Product).,1
Monotonic Decreasing Stack,1
Monotonic Decreasing Stack (Looping 2N times).,1
Monotonic Deque (Double-Ended Queue),1
Monotonic Deque (Sliding Window Max),1
Monotonic Deque + Prefix Sums.,1
Monotonic Deque / Two Pointers + Sliding Window Minimum.,1
Monotonic Stack,3
Monotonic Stack (Decreasing),2
Monotonic Stack (Greedy),1
Monotonic Stack (Increasing),2
Monotonic Stack (Next Greater Element),1
Monotonic Stack (Next Smaller Element),1
Monotonic Stack (O(N)).,1
Monotonic Stack (Pair of Price and Span).,1
Monotonic Stack (Parent Tracking),1
Monotonic Stack (Right-to-Left) + Collision Time Comparison.,1
"Monotonic Stack (Right-to-Left) Keep a stack of potential ""2"" values (middle magnitude) and track the largest ""3"" value found so far.",1
Monotonic Stack (Row/Col wise),1
Monotonic Stack (Simulation of DFS),1
Monotonic Stack (Time-to-Die),1
Monotonic Stack + 1D DP,1
Monotonic Stack + Contribution of Each Element + Math (Counting valid subarrays). O(N),1
Monotonic Stack + DP (Suffix Jump Mapping),1
Monotonic Stack + Dynamic Programming,1
Monotonic Stack + Frequency Map + Visited Array.,1
Monotonic Stack + Greedy (Frequency Map).,1
Monotonic Stack + Greedy + Frequency Map,1
"Monotonic Stack + HashMap Pre-process nums2 using a stack to find all ""Next Greater"" pairs. Store in a Map `num: next_greater`.",1
Monotonic Stack + Lexicographical Merge,1
Monotonic Stack + Prefix Sum of Prefix Sums,1
Monotonic Stack + Prefix/Suffix DP,1
Monotonic Stack + Range Extension,1
Monotonic Stack + Sieve of Eratosthenes + Greedy (Contribution Technique),1
Monotonic Stack + Two Pointers,1
Monotonic Stack + Two Pointers (Right-to-Left),1
Monotonic Stack / Greedy,1
Monotonic Stack / Greedy Suffix Max,1
Monotonic Stack / Histogram,1
Monotonic Stack Keep digits in increasing order. Pop if current digit < top of stack and K > 0.,1
Monotonic Stack or Reverse Recursion,1
"Monotonic Stack to find the next/previous greater/smaller elements in O(N), then Dijkstra/DP on those specific edges.",1
Monotonic Stack with Budget Constraints,1
Monotonic Stack.,3
Morris Inorder Traversal,1
Multi-Dimensional Dynamic Programming (State Compression).,1
Multi-Level LEFT JOIN with Grouping,1
Multi-Level Sorting (Frequency Matrix),1
Multi-pass Two Pointers (In-Place).,1
Multi-Queue Interleaving,1
Multi-Source BFS,4
Multi-source BFS (Water) + Standard BFS (Player),1
Multi-Source BFS + Arrival Time Comparison,1
Multi-source BFS + Max-Heap/Dijkstra (or Binary Search + BFS),1
Multi-source BFS + Priority Queue (Dijkstra Variant).,1
Multi-Source BFS / Dijkstra with Coordinate Mapping.,1
Multi-Source BFS or 2-Pass DP.,1
Multi-Source BFS.,1
"Multi-source BFS/DFS Start from the Pacific edges and ""flow uphill."" Do the same for Atlantic. Find the intersection.",1
Multi-source Breadth-First Search (BFS).,1
Multi-source DFS/BFS from Boundaries.,1
Multi-Source Dijkstra / Graph Reversal,1
Multiple Boolean Flags (Visualizing all the manual state variables needed for date math).,1
Multiple Statement Contexts (Each call is a separate statement in the execution stack).,1
Multiple TreeSets / Priority Queues + HashMaps,1
Native Pandas Constructor (Vectorized Internal Logic),1
Nested BFS / State BFS (Box Pos + Person Pos),1
Nested Char Loops.,1
Nested Loop Sliding Window with Running Set,1
Nested Loop with Running Frequency Array.,1
Nested Maps / Prefix Tree (Trie),1
Net Displacement Counter.,1
Net Shift Calculation + Slicing,1
Network Socket Overload (Visualizing multiple open connections consuming system file descriptors).,1
New Grid Mapping.,1
Next Permutation (K times) + Greedy Swap Alignment.,1
Next Permutation Algorithm (Linear Scan).,1
Next Permutation Algorithm (Suffix Reversal),1
Next Permutation Algorithm on the first half.,1
Next Permutation on Half-String,1
Number Theory (GCD + Frequency Map).,1
Number Theory (GCD + Power of Two).,1
Number Theory (GCD / Bézout's Identity),1
Number Theory (Greatest Common Divisor),1
Number Theory / Sieve of Eratosthenes,1
O(1) Combinatorics (Parity Math),1
O(1) State Variables (Draw one sum and one i ).,1
O(M^2) Simulation (M = instruction length).,1
O(M· N) Matrix Allocation (Massive memory waste for grids like 10^5 x 10^5).,1
O(N^2) 2D Array Allocation (Massive memory waste for large N).,1
Object-Oriented Design (Polymorphism) + Postfix Stack Tree,1
Object.entries() + Array.reduce(),1
Odd Frequency Character Counting,1
Offline Queries (Sort Queries) + Min-Heap (Priority Queue) + BFS to prevent re-processing nodes.,1
Offline Queries + Bitwise Trie.,1
Offline Queries + DFS + Binary Trie,1
Offline Queries + DSU with Sorting.,1
Offline Queries + Monotonic Stack / Priority Queue,1
Offline Queries + Sorting + Balanced BST (TreeSet).,1
Offline Queries + Sorting + Min-Priority Queue (Heap).,1
Offline Queries + Union-Find (DSU),1
On-the-fly Trial Division + Hash Set deduplication.,1
One-Pass DP / Sliding Window (Arithmetic Progressions),1
One-Pass Greedy (Peak-Valley).,1
One-pass Greedy / Kadane’s-like Sliding Window.,1
One-Pass Greedy / Simulation,1
"One-Pass Greedy Iterate through attacks. If the gap between attacks < duration, add the gap. Else, add the full duration.",1
One-Pass Greedy Swapping,1
One-Pass Mathematical Summation,1
One-Pass Min-Max Tracking,1
One-Pass Neighbor Comparison,1
One-Pass Parity Tally,1
One-Pass Precomputation,1
One-Pass Running Maximum,1
One-pass Sliding Window / Greedy.,1
One-Pass String Comparison.,1
One-Pass with Toggle/Previous Tracking,1
Optimal Brute (Observation: GCD only decreases),1
Optimised Monotonic Stack + Dynamic Programming,1
Optimized BFS / DFS on Digit States,1
Optimized Brute Force with LCM Early Exit,1
Optimized Linear Scan (Early Exit),1
Optimized Sliding Window (Variable Frequency),1
ORDER BY Multiple Columns,1
Ordered Map (TreeMap) / Balanced BST,1
Ordered Map / TreeMap with Granularity Masking.,1
Palindrome Construction (Math/Generator),1
Palindrome Generation (Length-based),1
Palindrome Generation + Combinatorial Counting,1
Palindrome Generation + Primality Test.,1
Parallel StringBuilder Appending,1
Parity Counting (Math/Greedy),1
Parity Counting (Row/Col Arrays),1
Parity Logic (Difference is even iff Total Sum is even). O(N),1
Parity Summation,1
Parity-Based Character Comparison,1
Parity-Based Math (Even/Odd Geometry),1
Partition Memory Sets (Visualizing two massive separate heaps for every single partition attempt).,1
Path Frequency Maps (Visualizing thousands of HashMaps created to check character counts for every path).,1
Patience Sorting (Binary Search + Tails Array),1
Patience Sorting (LIS Variation),1
Patience Sorting / Segment Tree (LIS variant),1
Pattern Canonicalization / Hashing.,1
Pattern Categorization (6-Segment Window),1
Pattern Conversion + KMP Algorithm,1
"Pattern Searching (Presence of ""01"").",1
"pd.concat([df1, df2])",1
Perimeter Modulo Math,1
Perimeter Unwrapping + Binary Search on Answer + Greedy. O(N log N + N log side),1
Permutation Validation (Fixed Size),1
Persistent Pointer (Amortized Analysis),1
Pigeonhole Principle (Frequency Counting),1
Pigeonhole Principle + Iterative Modulo,1
Pivot Table (CASE WHEN + GROUP BY).,1
Pointer Manipulation + Dummy Node,1
Pointer Simulation on Compressed Pairs.,1
Pointer-based Simulation,1
Polar Angle Sorting + Sliding Window,1
Polynomial Class / Map of Term-to-Coefficient,1
Polynomial Rolling Sum (Base-26 conversion).,1
Post-Order DFS (Bottom-Up Flagging),1
Post-Order DFS (Bottom-Up Size Tally),1
